Date,Flight_Number,Class,Price,Flow Card?,Origin,Destination
2024-12-27,PA001,Economy,1390,No,London,New York
2024-04-18,PA005,Premium Economy,927.5,No,London,Tokyo
2024-05-03,PA011,Business Class,627.60000000000002,Yes,Perth,Tokyo
2024-06-20,PA001,First Class,456,Yes,London,New York
2024-03-16,PA009,Economy,1235,No,New York,Tokyo
2024-10-09,PA012,Premium Economy,980,Yes,Tokyo,Perth
2024-06-07,PA008,Business Class,735.60000000000002,No,Perth,New York
2024-08-26,PA007,Economy,3360,No,New York,Perth
2024-12-13,PA006,Economy,2715,No,Tokyo,London
2024-09-23,PA001,Economy,2400,No,London,New York
2024-05-06,PA006,Premium Economy,832.5,Yes,Tokyo,London
2024-08-05,PA007,Economy,1765,Yes,New York,Perth
2024-10-19,PA002,Premium Economy,650,Yes,New York,London
2024-07-09,PA009,Economy,1815,No,New York,Tokyo
2024-10-03,PA007,First Class,694,Yes,New York,Perth
2024-08-24,PA006,Premium Economy,1447.5,Yes,Tokyo,London
2024-06-15,PA003,Economy,2600,No,London,Perth
2024-10-13,PA012,Premium Economy,1092.5,No,Tokyo,Perth
2024-11-19,PA005,First Class,238,Yes,London,Tokyo
2024-12-11,PA010,Premium Economy,1572.5,No,Tokyo,New York
2024-06-19,PA006,Economy,1705,Yes,Tokyo,London
2024-12-31,PA010,Economy,1355,No,Tokyo,New York
2024-09-11,PA004,Premium Economy,922.5,Yes,Perth,London
2024-07-18,PA008,First Class,395,Yes,Perth,New York
2024-05-03,PA001,First Class,567,Yes,London,New York
2024-02-07,PA009,Business Class,421.19999999999999,Yes,New York,Tokyo
2024-08-06,PA002,Business Class,586.79999999999995,Yes,New York,London
2024-12-13,PA009,Business Class,604.79999999999995,Yes,New York,Tokyo
2024-06-10,PA002,Business Class,642,No,New York,London
2024-07-04,PA007,Premium Economy,1080,Yes,New York,Perth
2024-07-01,PA004,Economy,1235,Yes,Perth,London
2024-11-11,PA006,First Class,565,No,Tokyo,London
2024-09-14,PA008,Premium Economy,1070,No,Perth,New York
2024-08-13,PA011,Business Class,768,Yes,Perth,Tokyo
2024-12-16,PA002,Premium Economy,620,Yes,New York,London
2024-07-05,PA011,Economy,2490,No,Perth,Tokyo
2024-02-28,PA006,Economy,1695,Yes,Tokyo,London
2024-11-19,PA002,Business Class,375.59999999999997,Yes,New York,London
2024-02-27,PA009,Business Class,369.59999999999997,Yes,New York,Tokyo
2024-02-08,PA006,Economy,1310,Yes,Tokyo,London
2024-02-14,PA010,Premium Economy,1107.5,Yes,Tokyo,New York
2024-08-15,PA012,Business Class,507.59999999999997,Yes,Tokyo,Perth
2024-03-07,PA001,Economy,2960,Yes,London,New York
2024-10-30,PA010,Business Class,402,Yes,Tokyo,New York
2024-05-01,PA002,First Class,277,Yes,New York,London
2024-12-03,PA011,Economy,2195,No,Perth,Tokyo
2024-12-26,PA008,Business Class,475.19999999999999,Yes,Perth,New York
2024-07-25,PA012,Economy,3115,Yes,Tokyo,Perth
2024-09-25,PA001,Premium Economy,1375,No,London,New York
2024-09-07,PA009,Economy,3310,Yes,New York,Tokyo
2024-07-20,PA009,First Class,470,No,New York,Tokyo
2024-10-25,PA001,First Class,633,No,London,New York
2024-07-22,PA006,Premium Economy,602.5,Yes,Tokyo,London
2024-03-14,PA005,Premium Economy,1457.5,Yes,London,Tokyo
2024-08-27,PA007,Business Class,726,Yes,New York,Perth
2024-04-08,PA002,Business Class,752.39999999999998,No,New York,London
2024-03-16,PA012,First Class,618,No,Tokyo,Perth
2024-08-05,PA012,Economy,3475,No,Tokyo,Perth
2024-08-29,PA006,Premium Economy,670,No,Tokyo,London
2024-06-13,PA007,Business Class,402,No,New York,Perth
2024-11-06,PA011,Business Class,271.19999999999999,No,Perth,Tokyo
2024-05-04,PA005,Economy,1205,No,London,Tokyo
2024-09-23,PA009,Premium Economy,1275,Yes,New York,Tokyo
2024-02-28,PA007,Business Class,645.60000000000002,No,New York,Perth
2024-07-27,PA012,Business Class,466.79999999999995,No,Tokyo,Perth
2024-10-10,PA002,Economy,3000,Yes,New York,London
2024-11-27,PA011,Economy,1210,No,Perth,Tokyo
2024-08-20,PA006,Business Class,504,No,Tokyo,London
2024-06-12,PA009,Premium Economy,1715,Yes,New York,Tokyo
2024-11-30,PA002,Premium Economy,1327.5,No,New York,London
2024-08-31,PA004,First Class,599,Yes,Perth,London
2024-04-14,PA007,Economy,2650,No,New York,Perth
2024-04-10,PA003,First Class,376,No,London,Perth
2024-03-29,PA007,Business Class,730.79999999999995,No,New York,Perth
2024-01-28,PA001,Premium Economy,1395,Yes,London,New York
2024-05-26,PA003,Economy,2455,Yes,London,Perth
2024-08-28,PA004,Economy,3050,Yes,Perth,London
2024-01-03,PA011,Economy,3500,Yes,Perth,Tokyo
2024-06-12,PA008,Business Class,820.79999999999995,No,Perth,New York
2024-12-23,PA006,Business Class,480,Yes,Tokyo,London
2024-01-26,PA011,Premium Economy,1627.5,No,Perth,Tokyo
2024-06-13,PA005,Economy,3045,No,London,Tokyo
2024-09-02,PA006,Economy,1265,No,Tokyo,London
2024-11-10,PA007,Premium Economy,1070,Yes,New York,Perth
2024-01-12,PA009,Premium Economy,1230,No,New York,Tokyo
2024-03-26,PA003,Business Class,508.79999999999995,Yes,London,Perth
2024-12-14,PA011,Premium Economy,1310,Yes,Perth,Tokyo
2024-02-06,PA003,Business Class,742.79999999999995,No,London,Perth
2024-07-10,PA005,Business Class,787.19999999999993,Yes,London,Tokyo
2024-03-20,PA009,Premium Economy,722.5,No,New York,Tokyo
2024-10-31,PA002,First Class,275,Yes,New York,London
2024-04-23,PA003,Economy,1915,No,London,Perth
2024-05-14,PA008,Premium Economy,1477.5,Yes,Perth,New York
2024-02-03,PA004,Economy,2150,No,Perth,London
2024-01-11,PA005,Premium Economy,542.5,No,London,Tokyo
2024-12-03,PA012,First Class,681,No,Tokyo,Perth
2024-10-21,PA008,Business Class,793.19999999999993,No,Perth,New York
2024-02-11,PA012,First Class,453,No,Tokyo,Perth
2024-04-04,PA009,Economy,3175,Yes,New York,Tokyo
2024-09-01,PA006,Economy,2645,No,Tokyo,London
2024-01-26,PA001,Economy,1185,No,London,New York
2024-10-29,PA002,Premium Economy,1627.5,No,New York,London
2024-06-20,PA006,First Class,200,Yes,Tokyo,London
2024-02-13,PA004,Premium Economy,752.5,Yes,Perth,London
2024-06-27,PA012,Premium Economy,1260,No,Tokyo,Perth
2024-05-14,PA006,Premium Economy,990,Yes,Tokyo,London
2024-04-10,PA007,Economy,1935,No,New York,Perth
2024-04-16,PA007,First Class,425,No,New York,Perth
2024-08-02,PA003,Business Class,273.59999999999997,No,London,Perth
2024-09-08,PA012,First Class,389,No,Tokyo,Perth
2024-09-15,PA001,Business Class,392.39999999999998,No,London,New York
2024-01-04,PA010,Economy,2495,No,Tokyo,New York
2024-04-24,PA008,Business Class,532.79999999999995,No,Perth,New York
2024-08-27,PA001,First Class,421,No,London,New York
2024-10-29,PA001,First Class,216,Yes,London,New York
2024-04-23,PA001,Business Class,246,No,London,New York
2024-08-07,PA006,Premium Economy,607.5,No,Tokyo,London
2024-12-09,PA009,Economy,1995,No,New York,Tokyo
2024-02-10,PA005,First Class,681,Yes,London,Tokyo
2024-08-13,PA008,First Class,506,Yes,Perth,New York
2024-04-03,PA001,Business Class,298.80000000000001,Yes,London,New York
2024-06-19,PA009,Premium Economy,1275,Yes,New York,Tokyo
2024-05-22,PA009,First Class,389,No,New York,Tokyo
2024-04-19,PA010,First Class,601,No,Tokyo,New York
2024-03-07,PA009,Business Class,332.39999999999998,Yes,New York,Tokyo
2024-12-05,PA002,First Class,665,No,New York,London
2024-08-30,PA005,Economy,3315,Yes,London,Tokyo
2024-06-03,PA002,Economy,1230,Yes,New York,London
2024-07-28,PA006,Premium Economy,1180,No,Tokyo,London
2024-07-11,PA009,Premium Economy,1402.5,No,New York,Tokyo
2024-02-25,PA002,Economy,1690,No,New York,London
2024-12-16,PA010,Business Class,331.19999999999999,No,Tokyo,New York
2024-10-01,PA002,Economy,2415,Yes,New York,London
2024-04-24,PA012,Premium Economy,535,Yes,Tokyo,Perth
2024-06-20,PA001,Premium Economy,930,Yes,London,New York
2024-10-09,PA003,Economy,3415,Yes,London,Perth
2024-10-20,PA005,First Class,514,Yes,London,Tokyo
2024-02-15,PA009,Economy,2980,Yes,New York,Tokyo
2024-04-14,PA004,Economy,1315,No,Perth,London
2024-11-30,PA002,Business Class,634.79999999999995,No,New York,London
2024-01-15,PA008,Business Class,502.79999999999995,Yes,Perth,New York
2024-05-14,PA012,Business Class,811.19999999999993,No,Tokyo,Perth
2024-08-16,PA010,Economy,3265,Yes,Tokyo,New York
2024-08-02,PA008,Premium Economy,1550,Yes,Perth,New York
2024-06-06,PA011,Economy,1000,No,Perth,Tokyo
2024-07-13,PA005,Economy,1480,Yes,London,Tokyo
2024-01-27,PA002,Business Class,489.59999999999997,Yes,New York,London
2024-02-28,PA010,Economy,1105,No,Tokyo,New York
2024-09-19,PA002,Premium Economy,635,Yes,New York,London
2024-03-09,PA004,Economy,2160,No,Perth,London
2024-01-26,PA009,Economy,3150,No,New York,Tokyo
2024-08-16,PA007,Premium Economy,757.5,Yes,New York,Perth
2024-10-15,PA009,Premium Economy,870,Yes,New York,Tokyo
2024-03-12,PA007,Business Class,434.39999999999998,Yes,New York,Perth
2024-07-17,PA001,First Class,210,No,London,New York
2024-08-19,PA007,Premium Economy,862.5,No,New York,Perth
2024-01-02,PA011,First Class,495,No,Perth,Tokyo
2024-04-15,PA003,Business Class,249.59999999999999,Yes,London,Perth
2024-05-13,PA004,Economy,2785,Yes,Perth,London
2024-11-24,PA010,Premium Economy,1155,No,Tokyo,New York
2024-02-22,PA011,Business Class,534,No,Perth,Tokyo
2024-08-30,PA005,Business Class,811.19999999999993,Yes,London,Tokyo
2024-12-25,PA012,First Class,506,No,Tokyo,Perth
2024-10-01,PA004,First Class,510,Yes,Perth,London
2024-09-21,PA008,Business Class,445.19999999999999,No,Perth,New York
2024-05-19,PA010,Premium Economy,1555,Yes,Tokyo,New York
2024-05-27,PA004,Economy,3020,No,Perth,London
2024-06-01,PA009,First Class,274,Yes,New York,Tokyo
2024-10-30,PA008,Business Class,423.59999999999997,No,Perth,New York
2024-05-11,PA005,Business Class,706.79999999999995,Yes,London,Tokyo
2024-05-03,PA012,Economy,1395,No,Tokyo,Perth
2024-09-12,PA008,Economy,1315,Yes,Perth,New York
2024-03-29,PA001,First Class,208,No,London,New York
2024-08-23,PA011,Economy,1160,Yes,Perth,Tokyo
2024-10-25,PA010,Business Class,382.80000000000001,No,Tokyo,New York
2024-09-23,PA012,Economy,3495,Yes,Tokyo,Perth
2024-08-07,PA004,Premium Economy,710,No,Perth,London
2024-07-27,PA003,Premium Economy,1232.5,Yes,London,Perth
2024-07-13,PA005,Premium Economy,927.5,No,London,Tokyo
2024-11-22,PA001,Economy,1030,Yes,London,New York
2024-05-29,PA010,Economy,2765,Yes,Tokyo,New York
2024-05-20,PA004,Business Class,807.60000000000002,No,Perth,London
2024-09-19,PA012,Premium Economy,717.5,No,Tokyo,Perth
2024-02-04,PA008,Economy,1295,Yes,Perth,New York
2024-11-10,PA011,First Class,266,No,Perth,Tokyo
2024-12-17,PA011,Business Class,272.39999999999998,No,Perth,Tokyo
2024-11-10,PA007,Business Class,646.79999999999995,No,New York,Perth
2024-04-21,PA003,First Class,594,No,London,Perth
2024-01-18,PA005,First Class,649,No,London,Tokyo
2024-09-10,PA012,Business Class,420,Yes,Tokyo,Perth
2024-04-30,PA011,First Class,693,No,Perth,Tokyo
2024-12-21,PA002,Business Class,379.19999999999999,Yes,New York,London
2024-12-25,PA003,First Class,473,Yes,London,Perth
2024-12-06,PA003,First Class,436,No,London,Perth
2024-02-11,PA005,First Class,427,No,London,Tokyo
2024-05-19,PA011,First Class,660,No,Perth,Tokyo
2024-07-15,PA011,Premium Economy,1670,Yes,Perth,Tokyo
2024-12-09,PA003,First Class,602,Yes,London,Perth
2024-01-23,PA010,Business Class,554.39999999999998,No,Tokyo,New York
2024-10-07,PA006,Premium Economy,1572.5,No,Tokyo,London
2024-09-20,PA010,First Class,214,Yes,Tokyo,New York
2024-07-02,PA007,Business Class,338.39999999999998,No,New York,Perth
2024-03-13,PA008,Premium Economy,662.5,No,Perth,New York
2024-07-22,PA010,Premium Economy,1540,No,Tokyo,New York
2024-05-07,PA012,Business Class,609.60000000000002,No,Tokyo,Perth
2024-06-10,PA011,Premium Economy,1260,No,Perth,Tokyo
2024-12-23,PA009,Premium Economy,952.5,Yes,New York,Tokyo
2024-01-25,PA001,First Class,224,No,London,New York
2024-11-28,PA005,Economy,2830,Yes,London,Tokyo
2024-06-15,PA009,First Class,470,No,New York,Tokyo
2024-07-20,PA010,Economy,2535,No,Tokyo,New York
2024-12-03,PA002,Business Class,710.39999999999998,Yes,New York,London
2024-11-06,PA001,Premium Economy,965,No,London,New York
2024-06-28,PA006,Economy,1885,No,Tokyo,London
2024-03-05,PA004,Economy,2655,Yes,Perth,London
2024-12-08,PA009,First Class,644,Yes,New York,Tokyo
2024-07-23,PA004,Economy,1360,Yes,Perth,London
2024-03-23,PA011,Premium Economy,572.5,Yes,Perth,Tokyo
2024-03-25,PA004,Premium Economy,885,Yes,Perth,London
2024-05-10,PA003,Economy,1350,No,London,Perth
2024-01-16,PA009,Business Class,670.79999999999995,No,New York,Tokyo
2024-01-20,PA004,First Class,470,No,Perth,London
2024-05-18,PA008,First Class,625,Yes,Perth,New York
2024-10-30,PA005,Premium Economy,1187.5,No,London,Tokyo
2024-03-29,PA002,Economy,1515,Yes,New York,London
2024-05-29,PA008,Economy,3435,Yes,Perth,New York
2024-12-17,PA002,Economy,3085,No,New York,London
2024-04-19,PA009,Economy,2475,No,New York,Tokyo
2024-07-02,PA001,First Class,554,No,London,New York
2024-03-16,PA011,Economy,2305,Yes,Perth,Tokyo
2024-08-07,PA006,Business Class,460.79999999999995,Yes,Tokyo,London
2024-09-23,PA004,Economy,3230,No,Perth,London
2024-09-16,PA001,Premium Economy,507.5,Yes,London,New York
2024-09-22,PA012,Economy,1550,Yes,Tokyo,Perth
2024-08-30,PA008,Business Class,482.39999999999998,No,Perth,New York
2024-06-08,PA007,Business Class,490.79999999999995,No,New York,Perth
2024-04-04,PA012,Business Class,583.19999999999993,Yes,Tokyo,Perth
2024-04-11,PA007,First Class,661,No,New York,Perth
2024-08-28,PA011,Premium Economy,780,Yes,Perth,Tokyo
2024-02-13,PA003,First Class,572,No,London,Perth
2024-06-14,PA005,Business Class,421.19999999999999,Yes,London,Tokyo
2024-06-20,PA011,Business Class,259.19999999999999,No,Perth,Tokyo
2024-06-27,PA007,Economy,2060,Yes,New York,Perth
2024-11-08,PA002,Premium Economy,865,Yes,New York,London
2024-08-28,PA003,Economy,1475,No,London,Perth
2024-10-27,PA002,Economy,2780,Yes,New York,London
2024-11-24,PA011,Business Class,415.19999999999999,Yes,Perth,Tokyo
2024-03-27,PA003,Business Class,426,Yes,London,Perth
2024-04-18,PA011,Business Class,327.59999999999997,No,Perth,Tokyo
2024-08-31,PA003,Economy,3055,No,London,Perth
2024-09-11,PA010,First Class,692,Yes,Tokyo,New York
2024-12-23,PA006,Premium Economy,1380,Yes,Tokyo,London
2024-04-30,PA008,Economy,3265,No,Perth,New York
2024-07-03,PA005,Business Class,374.39999999999998,No,London,Tokyo
2024-05-14,PA008,Economy,2435,Yes,Perth,New York
2024-07-30,PA005,Premium Economy,1347.5,No,London,Tokyo
2024-12-06,PA011,Economy,2705,No,Perth,Tokyo
2024-07-03,PA012,Premium Economy,1582.5,Yes,Tokyo,Perth
2024-03-14,PA008,Premium Economy,1127.5,Yes,Perth,New York
2024-07-29,PA005,Business Class,262.80000000000001,No,London,Tokyo
2024-07-03,PA008,Premium Economy,1457.5,Yes,Perth,New York
2024-02-04,PA001,Business Class,793.19999999999993,Yes,London,New York
2024-01-21,PA006,First Class,647,No,Tokyo,London
2024-04-06,PA010,First Class,324,No,Tokyo,New York
2024-04-19,PA011,Business Class,394.80000000000001,No,Perth,Tokyo
2024-01-18,PA007,First Class,554,No,New York,Perth
2024-07-12,PA007,First Class,346,Yes,New York,Perth
2024-06-02,PA010,Business Class,649.19999999999993,Yes,Tokyo,New York
2024-09-28,PA003,Premium Economy,937.5,Yes,London,Perth
2024-08-09,PA004,Business Class,547.19999999999993,Yes,Perth,London
2024-05-28,PA010,Economy,3295,Yes,Tokyo,New York
2024-03-11,PA011,First Class,438,Yes,Perth,Tokyo
2024-07-26,PA005,Premium Economy,510,Yes,London,Tokyo
2024-08-24,PA011,Business Class,780,No,Perth,Tokyo
2024-08-09,PA011,First Class,420,No,Perth,Tokyo
2024-06-01,PA006,Business Class,782.39999999999998,Yes,Tokyo,London
2024-12-23,PA008,Economy,1905,No,Perth,New York
2024-03-28,PA010,Business Class,568.79999999999995,Yes,Tokyo,New York
2024-12-16,PA006,Economy,3150,Yes,Tokyo,London
2024-11-09,PA010,First Class,613,Yes,Tokyo,New York
2024-07-07,PA009,Economy,2700,Yes,New York,Tokyo
2024-10-03,PA005,Economy,1150,Yes,London,Tokyo
2024-10-27,PA006,Premium Economy,1360,No,Tokyo,London
2024-12-02,PA001,Economy,2530,No,London,New York
2024-03-04,PA006,Premium Economy,1257.5,No,Tokyo,London
2024-09-19,PA008,First Class,495,No,Perth,New York
2024-01-12,PA010,Business Class,313.19999999999999,Yes,Tokyo,New York
2024-12-20,PA005,First Class,646,No,London,Tokyo
2024-08-30,PA009,Economy,2875,Yes,New York,Tokyo
2024-12-23,PA004,Economy,2635,No,Perth,London
2024-01-23,PA009,First Class,603,Yes,New York,Tokyo
2024-04-17,PA011,First Class,362,Yes,Perth,Tokyo
2024-06-18,PA001,Economy,1390,No,London,New York
2024-01-17,PA006,Economy,2140,No,Tokyo,London
2024-11-24,PA005,First Class,322,Yes,London,Tokyo
2024-12-19,PA006,First Class,296,No,Tokyo,London
2024-01-04,PA003,First Class,443,No,London,Perth
2024-11-20,PA011,First Class,678,Yes,Perth,Tokyo
2024-12-16,PA004,Premium Economy,1410,Yes,Perth,London
2024-06-15,PA005,Economy,1775,Yes,London,Tokyo
2024-10-05,PA009,Business Class,787.19999999999993,No,New York,Tokyo
2024-06-23,PA010,Business Class,291.59999999999997,Yes,Tokyo,New York
2024-06-05,PA008,First Class,316,Yes,Perth,New York
2024-12-23,PA009,First Class,630,No,New York,Tokyo
2024-12-04,PA011,First Class,295,No,Perth,Tokyo
2024-10-24,PA010,Business Class,333.59999999999997,Yes,Tokyo,New York
2024-02-28,PA009,First Class,403,Yes,New York,Tokyo
2024-06-06,PA001,Business Class,570,Yes,London,New York
2024-09-20,PA010,Premium Economy,1305,Yes,Tokyo,New York
2024-02-19,PA004,First Class,260,Yes,Perth,London
2024-12-10,PA011,Economy,2830,Yes,Perth,Tokyo
2024-07-22,PA004,Economy,3170,No,Perth,London
2024-11-12,PA009,First Class,344,Yes,New York,Tokyo
2024-09-28,PA009,Economy,3390,Yes,New York,Tokyo
2024-03-11,PA011,Business Class,560.39999999999998,No,Perth,Tokyo
2024-05-24,PA008,First Class,553,No,Perth,New York
2024-10-02,PA001,First Class,517,Yes,London,New York
2024-02-02,PA005,Business Class,793.19999999999993,No,London,Tokyo
2024-03-30,PA003,Premium Economy,537.5,No,London,Perth
2024-10-03,PA012,Premium Economy,682.5,No,Tokyo,Perth
2024-03-23,PA010,Economy,1755,No,Tokyo,New York
2024-08-15,PA008,Business Class,596.39999999999998,No,Perth,New York
2024-08-12,PA006,Premium Economy,615,Yes,Tokyo,London
2024-10-07,PA008,First Class,642,Yes,Perth,New York
2024-03-03,PA003,Business Class,334.80000000000001,No,London,Perth
2024-04-04,PA005,First Class,521,Yes,London,Tokyo
2024-02-05,PA012,Business Class,578.39999999999998,No,Tokyo,Perth
2024-01-09,PA012,First Class,406,No,Tokyo,Perth
2024-06-26,PA011,First Class,437,No,Perth,Tokyo
2024-08-08,PA008,Economy,3245,No,Perth,New York
2024-03-04,PA009,Premium Economy,1440,No,New York,Tokyo
2024-07-02,PA004,Business Class,417.59999999999997,No,Perth,London
2024-09-09,PA011,Premium Economy,592.5,No,Perth,Tokyo
2024-03-05,PA006,Business Class,682.79999999999995,No,Tokyo,London
2024-09-30,PA011,First Class,676,No,Perth,Tokyo
2024-03-24,PA006,First Class,418,No,Tokyo,London
2024-12-04,PA007,First Class,564,No,New York,Perth
2024-07-28,PA001,Economy,2670,No,London,New York
2024-07-30,PA003,First Class,612,Yes,London,Perth
2024-05-29,PA009,Business Class,294,Yes,New York,Tokyo
2024-01-04,PA002,First Class,684,Yes,New York,London
2024-01-06,PA011,Economy,3420,No,Perth,Tokyo
2024-02-26,PA007,Business Class,596.39999999999998,No,New York,Perth
2024-01-16,PA007,Business Class,406.80000000000001,Yes,New York,Perth
2024-08-09,PA003,Premium Economy,1572.5,Yes,London,Perth
2024-06-13,PA006,Economy,2475,No,Tokyo,London
2024-07-13,PA010,First Class,403,Yes,Tokyo,New York
2024-10-13,PA012,Premium Economy,1352.5,Yes,Tokyo,Perth
2024-05-13,PA007,Business Class,355.19999999999999,No,New York,Perth
2024-07-20,PA011,First Class,606,Yes,Perth,Tokyo
2024-08-27,PA005,Economy,3080,Yes,London,Tokyo
2024-03-25,PA002,Premium Economy,1342.5,Yes,New York,London
2024-12-09,PA006,Economy,1665,No,Tokyo,London
2024-07-07,PA005,First Class,225,No,London,Tokyo
2024-08-09,PA006,Business Class,658.79999999999995,Yes,Tokyo,London
2024-03-15,PA002,Economy,2870,No,New York,London
2024-05-22,PA006,Premium Economy,1660,Yes,Tokyo,London
2024-01-14,PA012,First Class,379,Yes,Tokyo,Perth
2024-09-06,PA006,Business Class,272.39999999999998,Yes,Tokyo,London
2024-05-09,PA004,Business Class,693.60000000000002,No,Perth,London
2024-04-11,PA011,Economy,1410,Yes,Perth,Tokyo
2024-02-19,PA012,Premium Economy,897.5,No,Tokyo,Perth
2024-09-01,PA005,Business Class,243.59999999999999,Yes,London,Tokyo
2024-11-18,PA008,Premium Economy,1127.5,Yes,Perth,New York
